asin,price,rank
B00NB0QW4Y,2.99,197851
B00NB0R1EE,2.99,1545720
B00NB0PIFI,2.99,1348398
B00NB0Q48I,2.99,1212772
B00NB0Q1P4,3.49,1284931
B00NB0QFIM,3.49,1383538
B00NB4QATW,19.65,889697
B00NBGJCKE,39.71,892109
B00NC3VQLE,18.13,1071823
B00NC6KW70,33.99,344292
B00NC74RRU,14.99,415955
B00NC7B3XQ,39.99,1237108
B00NC7VWD2,15.86,345466
B00NCLIY0M,23.74,1362904
B00NCQMKIY,6.99,1227978
B00NDMJMV0,9.99,1909813
B00NE5ZHB0,6.59,25818
B00NE5Q9JO,6.93,16903
B00NE7JU34,14.78,749876
B00NEQ2MEE,14.1,581606
B00NF19R3C,21.56,822606
B00NFEY7Y8,15.09,504119
B00NFEZNB4,8.99,2879400
B00NFEZYZY,4.99,300413
B00NFFKTZ8,14.5,358689
B00NFOZA3U,23.99,224822
B00NFU6C86,10.74,1310295
B00NFU74GU,14.82,130766
B00NFU9ICS,22.82,1006002
B00NFUB5TW,18.6,768350
B00NFU8TTQ,11.78,314918
B00NFU8OMS,19.99,1477118
B00NFUC6GS,23.84,378881
B00NFUDJ1E,15.23,991098
B00NFUF78W,8.75,940290
B00NFUCQWC,7.04,1650204
B00NFUHDB6,7.44,694855
B00NFUKTTY,9.99,812470
B00NFUM1S6,20.21,1572209
B00NFUKQXS,14.04,1031501
B00NFUQ236,14.41,763569
B00NFUOPIA,9.74,311230
B00NFUTHR4,10.79,183717
B00NFUTQE8,10.79,399195
B00NFUSPZ4,7.89,239171
B00NFUXHLG,38.98,1685571
B00NFUU1Q0,20.99,169813
B00NFUXX6K,13.88,6124
B00NFV0KBA,14.18,1184508
B00NFUYDH8,21.21,572526
B00NFV1ROY,5.99,638254
B00NFV5OPC,12.38,1258392
B00NFV5UG0,13.86,798421
B00NFV1WVC,21.5,1510120
B00NFV1GB8,21.12,1406606
B00NFV1QIQ,7.53,209282
B00NFV8ZDK,19.99,513683
B00NFV9QWE,26.2,1956410
B00NFV4HKK,31.53,645500
B00NFVDN50,19.99,965638
B00NFVDLQG,17.99,933600
B00NFVIFAS,23.99,911264
B00NFYMPN8,5.99,1941270
B00NFZX73E,25.89,1262745
B00NG0QJME,128.13,1642717
B00NG2JIJ8,24.05,695021
B00NG2ZS2Y,47.62,1411785
B00NGDYSBU,18.49,1049336
B00NGOQCO0,11.99,713497
B00NH0S41W,5.55,692760
B00NH1WLZQ,129.0,958110
B00NH9UQM8,17.5,1046395
B00NHP8CS2,3.97,507632
B00NHWSV9U,9.49,1205595
B00NI341LA,14.8,58878
B00NI4QEZK,47.97,519841
B00NI502BQ,59.93,795262
B00NIA59IM,20.55,2468665
B00NIDCRFC,45.71,1309764
B00NIDC28Y,30.49,682278
B00NIORW7Y,7.99,851056
B00NIRXVGC,27.88,1776698
B00NIV9UDG,49.0,574873
B00NJ2SHOC,24.95,1154579
B00NJ4D6V4,95.77,572650
B00NJ4Y2N0,14.95,1386219
B00NJ7O8KO,7.99,780251
B00NJ7QW4E,71.09,450997
B00NJBYLLQ,99.97,831158
B00NJU3MV2,1.99,1135789
B00NKPTLG6,38.87,951101
B00NKV8WMY,17.95,2389779
B00NL6M6R0,3.56,1295044
B00NLHSHIG,35.99,783130
B00NLJD5E0,5.3,986032
B00NLNO554,9.11,481605
B00NLO9G20,34.95,156057
B00NM59SRQ,3.45,847885
B00NM5A4A6,1.89,284564
B00NM7046S,49.48,58528
B00NM7Z7S8,9.6,1705824
B00NM7ZUV2,9.6,2396039
B00NMBS3IK,45.99,520215
B00NMK3YWQ,52.18,207850
B00NMP0SES,11.5,158652
B00NMV0YUU,17.68,1478021
B00NMV10NK,17.67,1101373
B00NMV0O1O,14.99,788885
B00NMV188W,19.28,1526371
B00NMWPEJK,8.0,537625
B00NNF2BK6,7.99,810742
B00NNLGYXA,1.47,748680
B00NNLHIK8,1.94,970861
B00NNLKALM,2.19,341293
B00NNLIHLM,2.01,106810
B00NNLZEAE,1.98,1092787
B00NNLKABW,2.16,533697
B00NNLXTX8,2.15,498949
B00NNLKUAS,2.05,927568
B00NO4WJBW,354.58,1022399
B00NO89SC6,18.91,784792
B00NOCRKQS,14.49,1529008
B00NOGV7Y0,12.8,1372126
B00NORJUSE,24.31,2349501
B00NP34VKE,19.95,878008
B00NPEA8XM,199.88,298354
B00NPE9Z4U,199.88,851185
B00NPEAU12,109.88,101765
B00NQ3PQ9S,39.99,778970
B00NQGFY3I,299.88,368477
B00NQKP1V4,5.94,1631727
B00NQTU6OC,2.49,443634
B00NQTW5M8,2.99,779019
B00NR90T0W,17.3,14858
B00NR9IE4U,24.62,640479
B00NR9S6QQ,12.21,935505
B00NRCJYY6,7.99,329052
B00NRHOGPI,14.92,264143
B00NS1OCSY,44.99,1318426
B00NS4W6FM,4.45,236580
B00NS8YAHU,3.09,115907
B00NSCSRMK,39.45,660723
B00NSCT3NW,111.77,1786965
B00NSCRQB8,37.13,1298730
B00NSCYFJ4,55.41,1129923
B00NSDRD4M,31.18,522310
B00NSDO2UA,73.68,2341709
B00NSCSDQK,46.16,773314
B00NSDYNUO,170.64,1079467
B00NSDSA2Q,28.06,1049221
B00NSTNTOY,26.79,1345305
B00NSW0WDM,49.99,806059
B00NSW0LGK,8.32,118786
B00NSY3XCW,124.0,2802696
B00NT0AR7E,17.95,9905
B00NTT62BA,11.13,414636
B00NTUNCYE,4.95,769723
B00NU6DP9E,3.14,416420
B00NU8GDEQ,7.95,239950
B00NUGAMRM,10.94,405979
B00NUGYM8M,53.5,1780278
B00NUGUD7G,7.99,366654
B00NUZR2VM,5.84,1632725
B00NV5SV70,2.2,814546
B00NV5QEEC,1.9,1171374
B00NV609NS,4.49,1282874
B00NV6DMG4,1.77,205340
B00NV702XO,2.34,348903
B00NVQH9EU,49.99,355422
B00NVQHWC4,12.9,1363131
B00NVSP4RC,3.49,1103403
B00NVSP6AC,2.99,859727
B00NVSOVM6,3.99,1495370
B00NVSYVSK,36.95,543470
B00NVUOZ5C,7.55,680607
B00NW5BWCK,4.18,378628
B00NW5H3V4,3.3,85580
B00NW5MROC,3.24,1206711
B00NW5H2DS,3.19,334920
B00NW6GLPC,15.02,984311
B00NW69T8I,13.99,399496
B00NW6Z8KG,18.99,530277
B00NWENRWE,72.79,715459
B00NWUF8Q6,6.25,625646
B00NWV6PJE,36.99,2357783
B00NWW31H2,9.49,1170467
B00NX5MI4K,16.99,632788
B00NXJLSRE,38.99,2389924
B00NXPM6KQ,6.85,949444
B00NXY461Y,49.87,1965244
B00NY5JQF8,18.99,2331376
B00NYBKO8A,58.04,749341
B00NYC8L70,14.0,413294
B00NYNJX3A,12.87,188778
B00NZDY8W0,26.91,114016
B00NZIN006,5.0,628686
B00NZINU7E,24.99,1709687
B00NZQTTVM,9.52,586099
B00O0L5CAI,1.77,819035
B00O0YII2Y,12.85,1264709
B00O1DY34G,7.97,391104
B00O1U8KFW,15.97,1468971
B00O1VCFBQ,7.98,744116
B00O28LEOM,1.77,462810
B00O2BOFA4,7.99,951438
B00O2CG87Q,12.95,392182
B00O2URJ1C,50.0,341292
B00O3097YI,11.43,4259
B00O3092KW,4.99,17239
B00O39TIQG,105.84,1379276
B00O3BC9N8,24.6,527959
B00O3HTEXA,10.99,1492366
B00O3I7VMU,12.29,723621
B00O3MQ8XE,43.95,154739
B00O3SHM6K,63.4,1259144
B00O4D8RYU,9.99,553477
B00O4DU9R8,16.94,320568
B00O4HRU62,7.78,145474
B00O4PWNU2,2.77,1343375
B00O522V2E,21.07,119985
B00O53EX1K,22.06,195459
B00O53GQK6,20.45,40417
B00O5B7RCE,10.8,244883
B00O5CVB6Q,85.0,415033
B00O5HYL2M,7.99,321625
B00O666I64,3.35,2309830
B00O68ZOXU,39.99,931646
B00O6REA36,4.59,455301
B00O6XU0CA,5.98,2698385
B00O72708W,26.86,198291
B00O72MCHQ,11.39,1282967
B00O73J9PS,5.99,714033
B00O74YYOI,79.99,1883751
B00O7HUNBS,11.98,668623
B00O7J8WPA,9.0,821874
B00O7J8VUQ,5.58,514891
B00O7WZMIM,12.17,290129
B00O7XMPNQ,16.95,214027
B00O86LRWW,5.5,2348169
B00O8G20C8,58.16,117100
B00O8GLVDM,32.0,1071108
B00O8HJ2DC,42.95,1542863
B00O8NKTKQ,42.39,919731
B00O8P6CG4,42.39,919731
B00O8ZI0QE,19.99,1461584
B00O95OHRY,39.68,1770771
B00O95YPFI,19.65,1609702
B00O9A5PNO,19.49,1911204
B00O9GFT48,69.99,868416
B00O9HU4UG,23.85,187119
B00O9TFVDE,4.49,1043629
B00O9TG160,4.99,1384102
B00O9TFX7S,3.49,644856
B00O9TFZIA,4.49,1092921
B00O9TFWBK,3.49,968620
B00OACCPCA,5.81,1109882
B00OAKX526,8.97,1158887
B00OAMFI24,10.96,63595
B00OAW6CHY,12.88,1246873
B00OBGJTME,49.99,731962
B00OBMCN1W,9.99,1545898
B00OBWCU4M,24.99,92789
B00OC0ES98,22.5,923499
B00OCFJEYC,4.49,1783565
B00OCFJGKE,4.49,1636580
B00OCFJFW8,4.99,1538434
B00OD82LDE,28.69,826836
B00ODCN03A,11.99,215615
B00ODEJN66,32.0,66128
B00ODEIR0E,9.88,217079
B00ODVZ4H6,6.43,762585
B00OES49M4,10.99,1484451
B00OFTNI1K,9.99,1355743
B00OFTC9MO,6.02,346788
B00OGVU1CG,23.0,1139765
B00OHNHZDQ,24.98,1504363
B00OHSDTMM,37.09,1405506
B00OI2HXGA,22.76,844664
B00OI314C8,18.99,1308905
B00OIJO17C,90.99,1019849
B00OIJSFH4,5.99,670742
B00OIQ4OFO,9.99,241266
B00OJEYEIM,6.0,277859
B00OJWMNAA,47.4,576811
B00OK84FOA,13.99,201372
B00OKF84X6,29.99,1368093
B00OKJ70YQ,24.5,780546
B00OKR5N4M,39.88,517660
B00OKXTCJS,12.99,187166
B00OKYJBY8,48.0,1028265
B00OKYT490,25.71,1602262
B00OL19Z2I,14.99,468476
B00OL7EQFS,119.99,2134622
B00OLBY4GU,21.53,491231
B00OLL5AMM,4.49,1182100
B00OLL5JMS,3.49,1434099
B00OLL5EKA,3.99,1117148
B00OLL59QO,3.49,1682386
B00OLL5CC0,2.99,2053424
B00OLL5JXC,4.49,1397634
B00OLL5H3O,4.49,1327857
B00OLL5XQK,3.99,1483269
B00OLL6CI8,3.99,1422223
B00OLL5VOE,3.99,1744945
B00OLMCLLE,2.99,339113
B00OM904RY,11.99,448137
B00OMDHU0O,18.0,598420
B00ON6W2J4,13.95,245211
B00ONA54U4,24.99,1499470
B00OND7Q8Y,16.49,144609
B00OOEAC1K,2.44,230753
B00OON71IS,5.0,1089516
B00OON6Z4E,6.99,903063
B00OON6W60,5.0,908861
B00OOULGZ0,27.0,3043842
B00OP9FKWA,65.0,114856
B00OPSPZD0,5.99,1774254
B00OPTR5GE,11.8,442460
B00OPYGTA2,2.99,3008780
B00OPZI48Q,3.23,334862
B00OQIGNVC,61.55,827338
B00OQIGQMS,63.14,2392718
B00OQISKOU,65.34,2162908
B00OQJD21U,33.99,580356
B00OQJDIXC,55.48,890134
B00OQJHB8U,15.22,482468
B00OQJOI2M,30.0,879841
B00OQJL5AK,66.56,1207970
B00OQJOX2W,92.58,1168906
B00OQJVY0G,19.0,355125
B00OQK2PQC,17.4,473241
B00OQK6FOU,66.0,2163661
B00OQK9HSQ,40.72,1143729
B00OQKAXOI,17.2,817487
B00OQK0ZP0,7.75,1532748
B00OQKDMV4,69.41,1081013
B00OQKJ2SG,27.62,970910
B00OQKN4CG,53.98,1326936
B00OQKNYAS,64.02,1041205
B00OQKSMF0,11.66,227276
B00OQKXERG,11.83,733884
B00OQKWXC8,18.87,432730
B00OQKX6WE,16.5,849343
B00OQKVLA8,50.99,971871
B00OQO5BJG,18.49,147522
B00OQPQNL0,65.36,1109894
B00OQQQNIW,31.48,429651
B00OQQXPZ6,14.38,578959
B00OR8WNL0,27.84,524295
B00ORKFDDS,9.49,502924
B00ORSXVB6,14.99,385609
B00OSLUU0W,2.89,625851
B00OSM2NGA,12.3,192709
B00OSY2E1C,11.95,425345
B00OSZKVO8,2.49,2366948
B00OT2PM1M,3.29,2574506
B00OT52M7G,39.96,1208522
B00OTGVR5I,23.97,286790
B00OTHFHTY,18.99,729269
B00OTJ2W18,6.0,236392
B00OTT5VDO,34.99,1418239
B00OTT5PEO,29.38,222202
B00OTYZTAY,17.99,54313
B00OTZ2CYY,36.68,672708
B00OTZAV8S,29.89,462708
B00OTZ3IHE,3.7,621379
B00OTZ4GRK,44.95,1323592
B00OU25WJI,25.99,72581
B00OU4X6H6,14.91,35568
B00OU52KOU,22.0,466017
B00OU5COTG,21.97,351872
B00OU5GN5C,20.96,679104
B00OV1JC8K,6.01,870287
B00OV4CE5K,3.49,304019
B00OVECGE4,15.36,115784
B00OVI1Y0M,24.95,278129
B00OVN7IYI,173.47,2346808
B00OVRUZ9Y,16.95,425253
B00OWG460S,32.83,1398989
B00OWHDWSY,13.0,885283
B00OWU53L0,14.95,666127
B00OWWK12Y,38.95,1348518
B00OWYS12E,11.06,360285
B00OXFAX9Q,4.59,1089889
B00OXLOWGU,4.24,527389
B00OYVJQQU,24.99,1061047
B00OZ67E0Y,11.99,815872
B00OZ679E0,11.99,484565
B00OZ87MIQ,20.0,1724860
B00OZ9YK1M,43.9,237970
B00OZASDNC,9.0,620569
B00OZBWFSU,20.05,501259
B00OZHJPL4,9.99,586036
B00OZHJNCU,5.99,427345
B00OZJDS6K,27.73,1146986
B00OZOZD2C,18.9,560668
B00P05LY32,18.94,174518
B00P05M0D0,10.6,313279
B00P075GBG,8.91,846744
B00P0BODX4,1.99,369668
B00P0BLZFI,1.39,150301
B00P0ES7J2,78.18,997938
B00P1A74QW,18.45,256080
B00P1FGE04,59.84,384255
B00P1IHA68,34.95,32961
B00P1INPWG,39.95,59105
B00P1IZ6WS,8.42,1231268
B00P1J81Z6,6.99,999909
B00P1KWGNI,9.99,542748
B00P1MKF66,9.99,225970
B00P1M9TQS,9.99,692341
B00P1MGDGC,5.98,215181
B00P1RQBZ0,37.95,74670
B00P1SDELS,29.99,1091349
B00P2KMQ4G,30.99,46276
B00P2S8660,11.95,72604
B00P2T59SC,7.76,26682
B00P2U87JO,36.46,1491160
B00P351IU8,50.26,2731955
B00P3BOQ1K,19.26,985829
B00P47Q17U,67.99,114621
B00P49IVNK,56.99,259720
B00P4C33JE,33.93,1079799
B00P4IZDFU,38.5,265661
B00P4Y7136,24.95,822393
B00P678NE2,3.49,712308
B00P755UHQ,19.95,149108
B00P770LKA,29.99,2660550
B00P7C9MT6,19.99,859587
B00P7CCVQC,14.99,258826
B00P7CB6EU,15.53,224817
B00P7CCJPU,29.95,1357694
B00P7CQ3FC,12.99,537487
B00P7XF3K2,19.99,1334208
B00P85Q3JY,36.0,110690
B00P8ATTZE,40.43,1096636
B00P8DWZQQ,43.81,620570
B00P8E9MOS,19.99,1327647
B00P8PNC0W,14.99,308829
B00P8R935S,8.39,1241613
B00P9EEBZC,99.0,1711188
B00P9ESD1K,110.0,644187
B00P9GANM0,16.57,669334
B00P9IIF46,54.0,193530
B00P9OAU5C,11.99,1124681
B00P9PUGEQ,8.69,1752363
B00P9QIHG4,16.99,502913
B00P9R752K,14.69,282977
B00P9U2T8M,14.6,305001
B00PA3M2UI,19.79,1314091
B00PATO34K,43.64,1999608
B00PAUKW0S,63.99,703310
B00PB2DN1U,10.99,281957
B00PB7XYB4,38.99,1525231
B00PBB80PU,24.98,403638
B00PBD5VW8,19.49,280774
B00PBD5V6E,13.9,123931
B00PBE9K6U,2.99,627546
B00PBGP6ZC,26.14,1456531
B00PCAMHCC,19.99,619611
B00PCB3NMO,22.3,277723
B00PCJT0VE,14.97,62203
B00PCSIYW6,19.5,338775
B00PDIOR62,1.68,623563
B00PDJO6L2,19.99,667959
B00PE31A16,9.89,3057953
B00PEFM5OA,18.97,1437391
B00PEFM5MC,18.97,1211707
B00PEGTYQ6,16.79,667503
B00PEHLZ4O,16.95,1010351
B00PEOTJOU,44.95,72733
B00PEU5D1W,28.0,291996
B00PEWZV3A,6.99,2918879
B00PFBYHOY,4.63,1152911
B00PFMNUBE,1.98,951557
B00PFZY4QQ,5.0,114914
B00PG0M7NM,18.99,682998
B00PG0JUZK,20.0,667165
B00PG4OVDC,21.99,397304
B00PG7RRRG,11.5,1603759
B00PG7P8XG,1.99,276482
B00PG9MSLY,8.99,554109
B00PGF2YXA,18.0,838214
B00PHDP3HU,39.99,1101022
B00PHKRLOQ,12.5,636145
B00PHMM3LK,8.99,44671
B00PHMOL1A,2.9,867609
B00PHMOMAU,9.99,508497
B00PHNGQDK,8.88,2065637
B00PHNONUI,24.88,2015041
B00PHXOJXY,8.57,929234
B00PIGRCDE,44.9,128478
B00PIN3VFK,100.0,1389121
B00PIN3MOU,55.97,937132
B00PIN3TTS,39.99,838931
B00PJ5CSWY,12.99,505751
B00PJ980C2,29.69,2655325
B00PJILKM0,11.99,824518
B00PK1T1WW,32.98,1879263
B00PK4GFHI,9.88,18847
B00PKEISG4,7.93,629447
B00PKHURYC,18.06,874881
B00PLDOA2K,49.9,1230339
B00PLKRHK0,7.98,112839
B00PM57OPM,18.0,838666
B00PMB57L4,9.49,1391394
B00PMB54OE,4.49,561720
B00PMF8YCY,28.99,93084
B00PMQAWMI,6.09,149912
B00PMUVIZY,10.0,1964490
B00PMUTNOM,10.99,71644
B00PNBZGNW,1.99,747432
B00PNCDHQO,1.99,1586395
B00PNBVFFA,2.99,909604
B00PNCP7FS,1.99,950749
B00PNHO722,2.69,1101862
B00PNWMDQO,3.99,934322
B00POF5TRA,23.95,3009094
B00PP6FQ58,5.43,3009974
B00PQTB3V0,21.99,940638
B00PQYAWXA,9.4,184416
B00PR1HXXY,24.99,1048902
B00PR5N9X8,29.99,844986
B00PR5X2DU,9.99,592824
B00PRO3PB0,5.76,94144
B00PRPYRRA,25.99,2517526
B00PS53E3M,24.95,945597
B00PSYOU90,6.99,34384
B00PTRPBDU,175.0,1934070
B00PUSFQMO,10.99,948206
B00PUSFRMI,9.49,951101
B00PUURQ98,281.88,1538983
B00PVCV3X0,18.0,838666
B00PVH677C,19.95,1150058
B00PVX3W10,7.59,376103
B00PVZUSZ6,10.99,105161
B00PW1GCUO,4.95,513091
B00PW1NDME,5.99,1206521
B00PWF7R4K,12.48,392082
B00PWUEQI0,9.99,680068
B00PWYUF18,9.99,796563
B00PXDQC1A,2.99,553499
B00PY60R1W,10.99,161786
B00PY98MOS,3.49,1319045
B00PY98MUM,4.49,1193274
B00PY98U9U,4.49,1979943
B00PY98XGU,3.49,1390473
B00PYFR9PK,14.75,63299
B00PYL7DXM,62.0,1864979
B00PYL8EYE,29.99,392946
B00Q0PYH30,14.95,234684
B00Q0RXKNQ,16.01,40761
B00Q0SACQ8,16.5,1898521
B00Q1F0BRU,22.31,1070201
B00Q2BIO4U,29.8,925858
B00Q2CBSR4,36.9,294463
B00Q2DYH8U,17.0,118714
B00Q2N7EDK,4.0,829137
B00Q2SWJE4,20.0,716175
B00Q3VSGGK,7.46,2557450
B00Q4253QE,7.59,696396
B00Q46AUMC,44.0,334791
B00Q4Z8066,20.47,712014
B00Q4ZC70Q,8.99,2702968
B00Q5BSKBY,17.95,545476
B00Q5SR824,10.99,215851
B00Q6761XG,8.01,1330910
B00Q676C2G,14.22,1130656
B00Q6JXX08,34.95,3013837
B00Q6X280K,4.49,1628474
B00Q6X2OQI,4.99,497860
B00Q751JW0,6.82,760769
B00Q794RMA,19.95,11058
B00Q83SGD6,3.0,1612376
B00Q9EUBLY,19.99,253457
B00Q9F35MK,19.99,509722
B00Q9FFZHS,19.99,449717
B00Q9FO41Q,19.99,361256
B00Q9MK5YO,3.29,54152
B00QA6WVA0,10.99,1333318
B00QAAIQXM,10.66,906659
B00QAB4KWC,7.78,85845
B00QAIUXKS,64.01,199026
B00QB4Y9KG,20.0,89949
B00QBMBSJS,18.95,1880294
B00QCV6AD2,18.3,299505
B00QD3QTR6,24.45,86555
B00QE4H9SW,20.0,103395
B00QEABAIG,8.99,1094552
B00QES6S8K,19.37,1146140
B00QF1ORV6,92.0,2320048
B00QF1TGF8,29.6,811722
B00QF1ICZ8,25.0,1660466
B00QF1L8CC,19.99,581438
B00QF21NSK,19.99,1533139
B00QF207JQ,9.95,446669
B00QF48WMS,23.89,312875
B00QF4U4BK,20.99,804481
B00QFHQUCO,12.99,1058107
B00QH94TBO,44.92,1577215
B00QHC0OOM,7.99,621057
B00QHX7NT0,12.5,363909
B00QIPMNBA,9.79,1685323
B00QJ05W4Y,14.49,193319
B00QJ32E8I,18.0,680736
B00QJ3QJS4,6.87,517200
B00QJ7TVMG,26.88,1581287
B00QJ8736G,15.0,460481
B00QJH52WY,13.99,138478
B00QJRJEF0,15.99,1164762
B00QK173OO,22.03,1557391
B00QKHA1S8,185.95,279458
B00QKOHC9C,16.86,812043
B00QKPIA8I,2.0,784309
B00QL4UG26,5.45,1805218
B00QL51DCM,1.99,776338
B00QLUMP60,3.99,1620789
B00QMP59U8,25.68,1034518
B00QMS820O,9.25,483849
B00QMVUVVO,19.95,705765
B00QMXF0FY,29.99,878692
B00QMXZA5E,14.99,91555
B00QNMKB2Q,14.99,303056
B00QNNQGM4,8.88,654406
B00QNVTDL2,11.05,668192
B00QPOTLSW,100.99,350853
B00QPSMLT4,15.99,525763
B00QQ7L1D6,14.49,107282
B00QQRGKSM,34.27,945187
B00QQT58WO,14.49,243737
B00QR96BFQ,2.8,1155314
B00QRAKJEE,15.0,1197594
B00QRA7CS0,12.95,904205
B00QRB0QH8,23.89,1256195
B00QRAVRG8,9.99,1465055
B00QRAKNX6,20.0,588373
B00QSBWFA8,4.99,1063495
B00QSI8LFE,13.02,266694
B00QSIYO14,34.99,1901203
B00QSIS2X0,49.99,56604
B00QSLD10Q,314.0,1344939
B00QSRIG5U,19.15,2165649
B00QSSZT0E,8.38,612853
B00QT9DVSY,19.99,1435853
B00QTCI0QO,17.28,1605704
B00QTDB2YA,29.99,725034
B00QTLBYLI,11.99,75222
B00QTX3KTU,16.93,333034
B00QTZRNLO,11.99,419124
B00QTZNJ6M,4.99,364439
B00QTZTOPW,8.99,67874
B00QU6OEYG,19.99,638233
B00QU76L4Q,6.83,66506
B00QU9QNL0,10.0,926784
B00QUHMTWE,9.94,113675
B00QURC2JO,21.49,636006
B00QVJPW0C,41.19,1191348
B00QVKC3J4,18.0,1844243
B00QVOQ53A,28.78,2216532
B00QVW8Y2C,22.99,670624
B00QVYMHGO,13.99,673141
B00QW1W1CQ,45.99,977840
B00QWCHUWQ,9.0,263285
B00QWCUT7E,26.0,525873
B00QWY3FAK,3.18,970362
B00QX100QY,4.03,963341
B00QX8TKUO,14.0,1165322
B00QX9PXAO,11.5,39809
B00QXAZ2YU,12.99,815254
B00QXGQLBC,21.35,953184
B00QXPDSR8,7.25,1993840
B00QXR1RA6,17.97,1739493
B00QY1IGSM,12.99,1172526
B00QY7C7A4,19.5,956691
B00QZKWFYI,249.99,1150206
B00QZPCP0C,25.05,2971797
B00QZSJP2U,5.48,1014719
B00QZX8PEO,9.1,100707
B00R00FVZ2,24.95,398685
B00R0D3QK6,29.99,958201
B00R0WVURI,49.57,142024
B00R11C76Q,18.75,395373
B00R1ODOLA,15.0,873327
B00R1OFCTC,35.39,246687
B00R1PTCQU,13.97,370733
B00R1SVCS8,10.99,9926
B00R24HVDQ,21.68,81721
B00R3511DA,34.99,1338957
B00R351GJE,26.99,902031
B00R3OQP14,19.0,64794
B00R3QNSJO,28.59,213063
B00R3OQUBO,22.0,703011
B00R49KSW0,16.98,580954
B00R4BDH6C,62.28,1563528
B00R4I3RXS,26.02,1254205
B00R4V73AS,38.6,784314
B00R54Z9FA,9.99,730863
B00R55YHS4,55.97,356847
B00R5THHG4,11.99,2409642
B00R60RP6O,4.95,448808
B00R64SOS8,5.9,344095
B00R695PUI,42.9,1801412
B00R6PRY5G,8.48,238878
B00R73YPZ4,9.99,520935
B00R7QJYHU,24.99,1259732
B00R7QY1AA,74.99,1359138
B00R8FPIZM,19.99,637608
B00R8FPALO,29.99,708645
B00R8IXO2I,35.0,138225
B00R8VLG70,10.99,937873
B00R9TC8S2,39.69,1659436
B00RBA5ZU2,11.32,1258983
B00RBF492W,17.99,1131411
B00RBJ7WBI,7.49,1893769
B00RBXVJD6,35.55,1141714
B00RC16XGK,21.95,814328
B00RC3Z5CG,59.99,974307
B00RCNI3GQ,12.99,1089177
B00RCQ9CMW,3.36,796901
B00RD05TJ2,24.99,297056
B00RD31VVY,11.94,1410855
B00RD34E8G,28.5,228591
B00RDMHR9U,49.99,1287729
B00RDRJ5YK,68.62,665181
B00REKLO2W,22.31,117500
B00REOJ1PA,8.99,1103789
B00RES5VF0,20.39,561683
B00REUMGGK,25.99,1806732
B00REWMBHM,21.49,839604
B00RFDQOWI,8.99,2288238
B00RFE2W5A,22.95,70380
B00RFLVB8M,10.99,888097
B00RFSK2SA,201.16,1817251
B00RGXEQ8Q,19.9,206973
B00RH0RAF4,5.99,853875
B00RI95N4E,20.5,692196
B00RI7X5T6,18.14,906101
B00RIQD8J4,21.92,905298
B00RIWAKE4,9.49,1501631
B00RIWAKH6,3.49,1001302
B00RIWAL20,3.49,1584871
B00RIWAJXQ,2.99,701682
B00RIWAJUO,4.99,1254786
B00RJIE2DM,28.77,1025031
B00RJM9UYY,10.99,1150905
B00RKEWOPS,59.0,542039
B00RKMS4YU,157.69,1108009
B00RL0JOD6,5.94,1466704
B00RL0OMZ6,21.0,788888
B00RLJQRD2,30.0,157652
B00RLS3SUI,5.99,522139
B00RLV08AS,5.41,1593480
B00RLW6MQQ,1.97,2574932
B00RLW6I1U,1.97,2211911
B00RLW6B3A,1.97,1716835
B00RMNFHVK,2.17,559060
B00RN37W7Q,10.99,163110
B00RN3JILE,10.99,65434
B00RN4XBNY,10.99,71148
B00RN40GNW,7.5,75990
B00RN5EW04,10.99,374302
B00RN5VI56,10.99,328160
B00RN6104Y,8.99,438641
B00RNDA2JG,27.42,362339
B00RNLHX54,87.75,881860
B00RNNV2R2,11.48,1248235
B00RNKER4U,12.99,70532
B00RNN665K,29.99,673947
B00RO3V0G4,2.99,646019
B00ROFZ7UW,80.0,532293
B00RON355I,10.99,330870
B00RON3THW,15.87,358194
B00RON9D6I,38.73,878924
B00ROPI98E,9.99,327071
B00RRANXAA,23.99,1683866
B00RRISP1O,31.3,2278049
B00RSH2B0U,5.0,1706634
B00RSICDKC,15.15,2879792
B00RSMN81G,14.99,2767879
B00RTTSPIO,6.79,418102
B00RTZQLJ8,7.99,455246
B00RUO2UKM,8.87,97693
B00RUQT79C,37.99,755366
B00RV388Q2,18.89,168621
B00RVEM6QO,19.95,1509058
B00RVJKWY2,30.0,812933
B00RX67DGI,10.67,1015330
B00RY8AJDE,15.67,873610
B00RYASCL8,12.99,347729
B00RYBEE0K,8.0,1109685
B00RYGKSOG,1.48,366176
B00RZ4TR3U,48.99,1432258
B00RZZL4YO,5.99,310910
B00S04GNK4,11.68,1927963
B00S04M1AU,23.86,1458943
B00S0Q1FO6,19.85,867011
B00S0PZNKE,27.58,370959
B00S0TD0Y6,11.99,701680
B00S1NC4BG,29.99,73569
B00S2PSPFW,8.99,829979
B00S36UN7S,5.5,928483
B00S3F6L9I,44.99,395637
B00S3O75Y4,7.9,388761
B00S3Z5EMI,31.95,1251475
B00S4ABX2W,3.75,374881
B00S4A9PD6,5.49,60564
B00S4GKIVS,24.99,395353
B00S4OTAL4,9.7,1495213
B00S4R75A4,5.95,223438
B00S4RK60U,19.99,1212012
B00S4RNFXU,16.46,588888
B00S4RUGI2,21.94,845539
B00S4RV0HS,34.42,1458991
B00S4RVK5U,12.25,1350021
